DISTRICT,DIVISION,LOCATION,SUB LOCATION
MURANGA SOUTH,KANDARA,KAGUNDU-INI,GITHUNGURI
MURANGA SOUTH,MARAGWA,NGINDA,IREMBU
MURANGA SOUTH,MARAGWA,KAMBITI,KAMBITI
MURANGA SOUTH,KANDARA,RUCHU,GITURU
MURANGA SOUTH,KIGUMO,KAHUMBU,KAHARIRO
MURANGA SOUTH,MARAGWA,MAKUYU,GATHUNGURU
MURANGA SOUTH,MARAGWA,KAMBITI,MARANJAU
MURANGA SOUTH,MARAGWA,KAMBITI,MIHANGO
MURANGA SOUTH,MARAGWA,MARAGUA RIDGE,KAMUIRU
MUTOMO,KITUI SOUTH,IKANGA,KATHUNGU
MUTOMO,KITUI SOUTH,MALUMA,MALUMA
MUTOMO,KITUI SOUTH,KIBWEA,KAWELU
MUTOMO,KITUI SOUTH,MUTOMO,MWALA
MUTOMO,KITUI SOUTH,MUTHIMA,KIVYUNI
MUTOMO,KITUI SOUTH,KANZIKO,MWANIANGA
MUTOMO,KITUI SOUTH,KIBWEA,UAE
MUTOMO,KITUI SOUTH,IKUTHA,KIANGU
MUTOMO,KITUI SOUTH,KALIVU,KALIVU
MUTOMO,KITUI SOUTH,KALIVU,MAKAIE
MUTOMO,KITUI SOUTH,ATHI,KITUTI
MUTOMO,KITUI SOUTH,KANZIKO,KYANYAA
MUTOMO,KITUI SOUTH,MUTHIMA,KENGO
MUTOMO,KITUI SOUTH,IKANGA,MAKELE
MUTOMO,KITUI SOUTH,KANZIKO,KEITUNDA
MUTOMO,KITUI SOUTH,ATHI,KILAWA
MUTOMO,KITUI SOUTH,NDAKANI,KALIA KATUNE
MUTOMO,KITUI SOUTH,KANZIKO,KIVANDENI
MUTOMO,KITUI SOUTH,MUTOMO,KANDAE
MUTOMO,KITUI SOUTH,KASAALA,KASAALA
MUTOMO,KITUI SOUTH,KYATUNE,VOTE
MUTOMO,KITUI SOUTH,MUTOMO,KITOO
MUTOMO,KITUI SOUTH,IKANGA,ITHUMULA
MUTOMO,KITUI SOUTH,KYATUNE,KYATUNE
MUTOMO,KITUI SOUTH,IKUTHA,NGAWUNI
MUTOMO,KITUI SOUTH,MUTHIMA,KIIMANI
MUTOMO,KITUI SOUTH,KASAALA,NGWATE
MUTOMO,KITUI SOUTH,SIMISI,SIMISI
MUTOMO,KITUI SOUTH,KIBWEA,KIBWEA
MUTOMO,KITUI SOUTH,KASAALA,NZAMBA
MUTOMO,KITUI SOUTH,KYATUNE,NGWANI
MUTOMO,KITUI SOUTH,IKUTHA,KYOANI
MUTOMO,KITUI SOUTH,KASAALA,UIINI
MUTOMO,KITUI SOUTH,IKANGA,KIANGWA
MUTOMO,KITUI SOUTH,NDAKANI,ISAA
MUTOMO,KITUI SOUTH,MALUMA,MONGUNI
MUTOMO,KITUI SOUTH,MUTHA,KAATENE
MUTOMO,KITUI SOUTH,IKANGA,ILUSYA
MUTOMO,KITUI SOUTH,IKUTHA,NDILI
MUTOMO,KITUI SOUTH,KALIVU,KATILINI
MUTOMO,KITUI SOUTH,MALUMA,MUAMBANI
MUTOMO,KITUI SOUTH,IKUTHA,MAAINI
MUTOMO,KITUI SOUTH,KYATUNE,NDATANI
MUTOMO,KITUI SOUTH,MUTHIMA,KIATU
MUTOMO,KITUI SOUTH,SIMISI,EKANI
MUTOMO,KITUI EAST,VOO,KASASI
MUTOMO,KITUI SOUTH,MUTHA,NGAANI
MUTOMO,KITUI SOUTH,NDAKANI,NDAKANI
MUTOMO,KITUI SOUTH,MUTHIMA,MIVUNE
MUTOMO,KITUI SOUTH,IKANGA,NDUNDUNE
MUTOMO,KITUI SOUTH,KYATUNE,YONGELA
MUTOMO,KITUI SOUTH,ATHI,KISIIO
MUTOMO,KITUI SOUTH,SIMISI,ILAMBA
MUTOMO,KITUI SOUTH,MUTHA,KALAMBANI
MUTOMO,KITUI EAST,VOO,NZUNGUNI
MUTOMO,KITUI SOUTH,KANZIKO,KITUVWI
MUTOMO,KITUI SOUTH,MUTHIMA,NDILILI
MUTOMO,KITUI EAST,VOO,KYANGINI
MUTOMO,KITUI EAST,NZAMBANI,KYANIKA
MUTOMO,KITUI EAST,VOO,KYANGO
MUTOMO,KITUI EAST,NZAMBANI,MALUMA
MWALA,MWALA,MAKUTANO,MAWELI
MWALA,MWALA,MASII,UTITHINI
MWALA,MWALA,MUTHETHENI,KYETHIVO
MWALA,MWALA,MBIUNI,MUMBUNI
MWALA,MWALA,MBIUNI,MAKILIVA
MWALA,MWALA,MWALA,KIBAU
MWALA,MWALA,MBIUNI,KABAA
MWALA,MWALA,MWALA,KAMWALA
MWALA,MWALA,VYULYA,UUNI
MWALA,MWALA,MASII,KAVUMBU
MWALA,MWALA,WAMUNYU,KILEMBWA
MWALA,MWALA,MWALA,MYANYANI
MWALA,MWALA,MAKUTANO,MATHUNTHINI
MWALA,MWALA,MUTHETHENI,KIONYWENI
MWALA,MWALA,MWALA,KYAWANGO
MWALA,MWALA,WAMUNYU,KAMBITI
MWALA,MWALA,MIU,NGAMBA
MWALA,MWALA,MWALA,NGULINI
MWALA,MWALA,IKALAASA,NDITHINI
MWALA,MWALA,MAKUTANO,KYAMUTWII
MWALA,MWALA,YATHUI,KWA-KALA
MWALA,MWALA,MASII,MITHINI
MWALA,MWALA,WAMUNYU,KAITHA
MWALA,MWALA,MANGO,WETAA
MWALA,MWALA,KIBAUNI,ITUMBULE
MWALA,MWALA,KATHAMA,ITIKONI
MWALA,MWALA,MANGO,KYANGANGA
MWALA,MWALA,IKALAASA,NGUNGI
MWALA,MWALA,MASII,MBAANI
MWALA,MWALA,MUTHETHENI,NTHAANI
MWALA,MWALA,WAMUNYU,NYAANI
MWALA,MWALA,MASII,KITHANGAINI
MWALA,MWALA,YATHUI,KYANGULUMI
MWALA,MWALA,MUTHETHENI,KANGETHE
MWALA,MWALA,VYULYA,MUUSINI
MWALA,MWALA,KATHAMA,KATITU
MWALA,MWALA,KATHAMA,KWA-MUTULA
MWALA,MWALA,MUTHETHENI,KALYAMBEU
MWALA,MWALA,MBIUNI,MBIUNI
MWALA,MWALA,MIU,KALAMBA
MWALA,MWALA,YATHUI,KYAMATULA
MWALA,MWALA,MBIUNI,NYANYAA
MWALA,MWALA,MWALA,KIVANDINI
MWALA,MWALA,MIU,KYAWIKYO
MWALA,MWALA,KATHAMA,ULAANI
MWALA,MWALA,IKALAASA,KAMUTHWA
MWALA,MWALA,MIU,KIKULUMU
MWALA,MWALA,MUTHETHENI,EMBUI
MWALA,MWALA,KATHAMA,MUTHWANI
MWALA,MWALA,VYULYA,MITHANGA
MWALA,MWALA,WAMUNYU,KYAWANGO
MWALA,MWALA,NGOMANO,KILALA
MWALA,MWALA,KIBAUNI,KITILE
MWALA,MWALA,MIU,UTITHINI
MWALA,MWALA,MWALA,KANGII
MWALA,MWALA,IKALAASA,MATULANI
MWALA,MWALA,NGOMANO,KIUNDUANI
MWALA,MWALA,KIBAUNI,MUKAA
MWINGI,MWINGI WEST,KIOMO,KAIRUNGU
MWINGI,MWINGI EAST,MUI,NGOO
MWINGI,MWINGI WEST,MIGWANI,ITOLONI
MWINGI,MWINGI WEST,KIOMO,KIOMO
MWINGI,MWINGI EAST,MWINGI,KIVOU
MWINGI,MWINGI WEST,THAANA NZAU,KYUSYANI
MWINGI,MWINGI WEST,KYETHANI,KARURA
MWINGI,MWINGI EAST,WAITA,MWAMBUI
MWINGI,MWINGI WEST,MUMBUNI,KATALWA
MWINGI,MWINGI WEST,MUMBUNI,KISOVO
MWINGI,MWINGI WEST,NZELUNI,NZELUNI
MWINGI,MWINGI WEST,NGUUTANI,NZALAE
MWINGI,MWINGI WEST,THITANI,KASANGA
MWINGI,MWINGI WEST,THITANI,KANYAA
MWINGI,MWINGI EAST,ENDUI,KATHOKA
MWINGI,MWINGI WEST,KYOME,KYOME
MWINGI,MWINGI EAST,UKASI,MWALALI
MWINGI,MWINGI WEST,MUMBUNI,KWANUNGU
MWINGI,MWINGI WEST,MIGWANI,KYAMBOO
MWINGI,MWINGI EAST,WINGEMI,KYANGATI
MWINGI,MWINGI WEST,MWINGI,KAVUVWANI
MWINGI,MWINGI WEST,KIOMO,MBONDONI
MWINGI,MWINGI WEST,MWINGI,MWINGI
MWINGI,MWINGI WEST,KYOME,THOKOA
MWINGI,MWINGI WEST,THAANA NZAU,WINZYEEI
MWINGI,MWINGI WEST,THITANI,KAVAINI
MWINGI,MWINGI WEST,KYOME,MUSUANI
MWINGI,MWINGI WEST,MIGWANI,MIGWANI
MWINGI,MWINGI EAST,NUU,NGAANI
MWINGI,MWINGI WEST,NGUUTANI,KAVOLOI
MWINGI,MWINGI EAST,MUI,NGUNGI
MWINGI,MWINGI WEST,KYETHANI,WIKITHUKI
MWINGI,MWINGI EAST,WINGEMI,MALAWA
MWINGI,MWINGI EAST,MBUVU,MBUVU
MWINGI,MWINGI EAST,KALITINI,KITISE
MWINGI,MWINGI EAST,NUU,MWAMBIU
MWINGI,MWINGI WEST,KANZANZU,KANZANZU
MWINGI,MWINGI WEST,NGUUTANI,NZAWA
MWINGI,MWINGI WEST,NZELUNI,NZATANI
MWINGI,MWINGI EAST,NGUNI,MWASUMA
MWINGI,MWINGI WEST,THAANA NZAU,THAANA -NZAU
MWINGI,MWINGI EAST,MWINGI,KYANIKA
MWINGI,MWINGI EAST,MWINGI,ITHUMBI
MWINGI,MWINGI EAST,MUTYANGOMBE,MWANGENI
MWINGI,MWINGI WEST,NGUUTANI,NGONGONI
MWINGI,MWINGI WEST,NZAUNI,KIKIINI
MWINGI,MWINGI EAST,ENDUI,NYANYAA
MWINGI,MWINGI WEST,MIGWANI,KALULINI
MWINGI,MWINGI WEST,THAANA NZAU,YENZUVA
MWINGI,MWINGI EAST,MUTYANGOMBE,NGIENI
MWINGI,MWINGI EAST,WAITA,IKUUSYA
MWINGI,MWINGI WEST,NZELUNI,ILALAMBYU
MWINGI,MWINGI EAST,UKASI,UKASI
MWINGI,MWINGI EAST,WAITA,WAITA
MWINGI,MWINGI EAST,ENDUI,KATITIKA
MWINGI,MWINGI EAST,NUU,NYAANI
MWINGI,MWINGI WEST,KANZANZU,KALISASI
MWINGI,MWINGI EAST,UKASI,KAMUTIU
MWINGI,MWINGI EAST,KALITINI,YUMBU
MWINGI,MWINGI WEST,NGUUTANI,KAKULULO
MWINGI,MWINGI WEST,KYETHANI,KYETHANI
MWINGI,MWINGI EAST,KALITINI,ITIKO
MWINGI,MWINGI EAST,WAITA,THONOA
MWINGI,MWINGI EAST,MUI,NGILUNI
MWINGI,MWINGI EAST,NGUNI,MATHYAKANI
MWINGI,MWINGI WEST,NZAUNI,MUIVU
MWINGI,MWINGI WEST,THITANI,KITULANI
MWINGI,MWINGI EAST,MBUVU,KALANGA
MWINGI,MWINGI EAST,NGUNI,KYAVUKA
MWINGI,MWINGI WEST,NZAUNI,NZAUNI
MWINGI,MWINGI EAST,MWINGI,ENZIU
MWINGI,MWINGI WEST,KYOME,KASEVI
MWINGI,MWINGI WEST,KANZANZU,MAITHYAKANI
MWINGI,MWINGI EAST,MWINGI,KANZUI
NAIROBI EAST,EMBAKASI NORTH,KARIOBANGI,KARIOBANGI NORTH
NAIROBI EAST,STAREHE,KARIOKOR,PANGANI
NAIROBI EAST,STAREHE,NGARA,NGARA EAST
NAIROBI EAST,EMBAKASI NORTH,DANDORA,DANDORA 'A'
NAIROBI EAST,EMBAKASI WEST,UMOJA,UMOJA
NAIROBI EAST,EMBAKASI WEST,KARIOBANGI SOUTH,KARIOBANGI SOUTH
NAIROBI EAST,EMBAKASI CENTRAL,KAYOLE,KOMAROCK
NAIROBI EAST,EMBAKASI SOUTH,MUKURU KWA NJENGA,IMARA DAIMA
NAIROBI EAST,EMBAKASI CENTRAL,KAYOLE,KAYOLE
NAIROBI EAST,STAREHE,STAREHE,CITY CENTRE
NAIROBI EAST,MAKADARA,MAKADARA,HAMZA
NAIROBI EAST,MAKADARA,MAKADARA,HARAMBEE
NAIROBI EAST,MAKADARA,BAHATI,KIMATHI
NAIROBI EAST,MAKADARA,MAKADARA,LUMUMBA
NAIROBI EAST,KASARANI,NJIRU,NJIRU
NAIROBI EAST,EMBAKASI NORTH,DANDORA,DANDORA 'B'
NAIROBI EAST,EMBAKASI EAST,EMBAKASI,MIHANG'O
NAIROBI EAST,STAREHE,KARIOKOR,ZIWANI/KARIOKOR
NAIROBI EAST,EMBAKASI EAST,UMOJA,SAVANNA
NAIROBI EAST,EMBAKASI WEST,BAHATI,UHURU
NAIROBI EAST,EMBAKASI EAST,EMBAKASI,EMBAKASI
NAIROBI EAST,KASARANI,KASARANI,KASARANI
NAIROBI EAST,MAKADARA,MARINGO,OFAFA MARINGO
NAIROBI EAST,KASARANI,RUAI,RUAI
NAIROBI EAST,MAKADARA,MARINGO,MBOTELA
NAIROBI EAST,KASARANI,KASARANI,MWIKI
NAIROBI EAST,MAKADARA,MAKONGENI,KALOLENI
NAIROBI EAST,STAREHE,MUKURU NYAYO,NAIROBI SOUTH
NAIROBI EAST,KASARANI,NJIRU,SAIKA
NAIROBI EAST,EMBAKASI WEST,KARIOBANGI SOUTH,MOWLEM
NAIROBI EAST,MAKADARA,VIWANDANI,VIWANDANI
NAIROBI EAST,MAKADARA,MAKONGENI,MAKONGENI
NAIROBI EAST,STAREHE,VIWANDANI,LAND MAWE
NAIROBI EAST,STAREHE,STAREHE,CITY SQUARE
NAIROBI EAST,STAREHE,KAMUKUNJI,MUTHURWA
NAIROBI EAST,KASARANI,RUAI,NGUNDU
NAIROBI EAST,STAREHE,NGARA,NGARA WEST
NAIROBI NORTH,KAMUKUNJI,PUMWANI,MAJENGO
NAIROBI NORTH,RUARAKA,KOROGOCHO,GITATHURU
NAIROBI NORTH,KAMUKUNJI,EASTLEIGH NORTH,AIR BASE
NAIROBI NORTH,KAMUKUNJI,EASTLEIGH SOUTH,EASTLEIGH SOUTH
NAIROBI NORTH,ROYSAMBU,GITHURAI,ZIMMERMAN
NAIROBI NORTH,KAMUKUNJI,PUMWANI,BONDENI/GOROFANI
NAIROBI NORTH,ROYSAMBU,GITHURAI,GITHURAI
NAIROBI NORTH,ROYSAMBU,ROYSAMBU,ROYSAMBU
NAIROBI NORTH,RUARAKA,KOROGOCHO,KOROGOCHO
NAIROBI NORTH,KAMUKUNJI,EASTLEIGH SOUTH,CALIFORNIA
NAIROBI NORTH,MATHARE,HURUMA,HURUMA
NAIROBI NORTH,ROYSAMBU,ROYSAMBU,NJATHAINI
NAIROBI NORTH,ROYSAMBU,ROYSAMBU,GARDEN
NAIROBI NORTH,KASARANI,KASARANI,KASARANI
NAIROBI NORTH,KASARANI,KASARANI,MWIKI
NAIROBI NORTH,ROYSAMBU,KAHAWA,KONGO SOWETO
NAIROBI NORTH,KAMUKUNJI,KAMUKUNJI,KAMUKUNJI
NAIROBI NORTH,KASARANI,RUAI,RUAI
NAIROBI NORTH,MATHARE,MATHARE,MLANGO KUBWA
NAIROBI NORTH,KAMUKUNJI,EASTLEIGH NORTH,EASTLEIGH NORTH
NAIROBI NORTH,RUARAKA,RUARAKA,MATHARE 4A
NAIROBI NORTH,ROYSAMBU,KAHAWA,KAHAWA WEST
NAIROBI NORTH,MATHARE,MATHARE,MATHARE
NAIROBI NORTH,RUARAKA,RUARAKA,MATHARE NORTH
NAIROBI NORTH,MATHARE,HURUMA,KIAMAIKO
NAIROBI NORTH,MATHARE,MATHARE,MABATINI
NAIROBI NORTH,STAREHE,NGARA,NGARA EAST
NAIROBI NORTH,RUARAKA,RUARAKA,RUARAKA
NAIROBI NORTH,RUARAKA,KOROGOCHO,NYAYO
NAIROBI NORTH,STAREHE,MUKURU NYAYO,NAIROBI SOUTH
NAIROBI NORTH,ROYSAMBU,KAHAWA,KIWANJA
NAIROBI NORTH,KAMUKUNJI,KAMUKUNJI,SHAURI MOYO
NAIROBI NORTH,KASARANI,NJIRU,NJIRU
NAIROBI NORTH,RUARAKA,RUARAKA,UTALII
NAIROBI NORTH,STAREHE,KARIOKOR,ZIWANI/KARIOKOR
NAIROBI NORTH,STAREHE,NGARA,NGARA WEST
NAIROBI NORTH,KASARANI,NJIRU,SAIKA
NAIROBI NORTH,STAREHE,STAREHE,CITY CENTRE
NAIROBI WEST,KIBRA,KIBERA,MAKINA
NAIROBI WEST,KIBRA,KIBERA,LINDI
NAIROBI WEST,LANGATA,NAIROBI WEST,SOUTH 'C'
NAIROBI WEST,DAGORETI NORTH/KILIMANI,KAWANGWARE,KAWANGWARE
NAIROBI WEST,LANGATA,LANGA'TA,LANGA'TA
NAIROBI WEST,LANGATA,KAREN,KAREN
NAIROBI WEST,DAGORETI NORTH/KILIMANI,KAWANGWARE,GATINA
NAIROBI WEST,DAGORETTI SOUTH,RIRUTA,RIRUTA SATELLITE
NAIROBI WEST,DAGORETI NORTH/KILIMANI,KILIMANI,KILIMANI
NAIROBI WEST,DAGORETI NORTH/KILIMANI,KILELESHWA,KILELESHWA
NAIROBI WEST,KIBRA,KENYATTA (GOLF COURSE),KENYATTA GOLF COURSE
NAIROBI WEST,LANGATA,MUGUMOINI,MUGUMOINI
NAIROBI WEST,KIBRA,LAINI SABA,LAINI SABA
NAIROBI WEST,DAGORETTI SOUTH,UTHIRU-RUTHIMITU,RUTHIMITU
NAIROBI WEST,DAGORETTI SOUTH,UTHIRU-RUTHIMITU,UTHIRU
NAIROBI WEST,KIBRA,KENYATTA (GOLF COURSE),WOODLEY
NAIROBI WEST,DAGORETTI SOUTH,WAITHAKA,WAITHAKA
NAIROBI WEST,DAGORETTI SOUTH,MUTUINI,KIRIGU
NAIROBI WEST,KIBRA,SERANGOMBE,OLYMPIC
NAIROBI WEST,DAGORETTI SOUTH,RIRUTA,NGANDO
NAIROBI WEST,LANGATA,NAIROBI WEST,NAIROBI WEST
NAIROBI WEST,KIBRA,KIBERA,KIBERA
NAIROBI WEST,DAGORETTI SOUTH,WAITHAKA,KABIRIA
NAIROBI WEST,LANGATA,LAINI SABA,SOWETO/HIGHRISE
NAIROBI WEST,KIBRA,SERANGOMBE,GATWIKIRA
NAIROBI WEST,DAGORETTI SOUTH,MUTUINI,MUTUINI
NAIROBI WEST,LANGATA,LANGA'TA,HARDY
NAIROBI WEST,LANGATA,MUGUMOINI,BOMAS
NAIROBI WEST,DAGORETI NORTH/KILIMANI,KILELESHWA,MUTHANGARI
NAIVASHA,NAIVASHA,MAAI MAHIU,KIJABE
NAIVASHA,NAIVASHA,LONGONOT,LONGONOT
NAIVASHA,NAIVASHA,MAIELLA,MAIELLA
NAIVASHA,GILGIL,KIAMBOGO,KONGASIS
NAIVASHA,GILGIL,KARUNGA,KARUNGA
NAIVASHA,GILGIL,GILGIL,MBARUK
NAIVASHA,NAIVASHA,LAKE VIEW,LAKE VIEW
NAIVASHA,GILGIL,GILGIL,EBURU
NAIVASHA,NAIVASHA,NAIVASHA EAST,MUNUNGA
NAIVASHA,NAIVASHA,LONGONOT,MUNYU
NAIVASHA,NAIVASHA,NAIVASHA EAST,MARAIGUSHU
NAIVASHA,NAIVASHA,MOI NDABI,MOI NDABI
NAIVASHA,GILGIL,KIAMBOGO,KIAMBOGO
NAIVASHA,NAIVASHA,HELLS GATE,MIRERA
NAIVASHA,GILGIL,MITI MINGI,ELEMENTAITA
NAIVASHA,GILGIL,GILGIL,GILGIL
NAIVASHA,NAIVASHA,NAIVASHA TOWN,SOKONI
NAIVASHA,NAIVASHA,NAIVASHA EAST,KINAMBA
NAIVASHA,GILGIL,KARATI,GATAMAIYU
NAIVASHA,GILGIL,KARATI,KARATI
NAIVASHA,NAIVASHA,MAIELLA,KONGONI
NAIVASHA,NAIVASHA,NDABIBI,NDABIBI
NAIVASHA,GILGIL,MALEWA,TARAMBETE
NAIVASHA,NAIVASHA,MOI NDABI,KIPKONYO
NAIVASHA,NAIVASHA,MAAI MAHIU,SATELLITE
NAIVASHA,NAIVASHA,HELLS GATE,OLKARIA
NAKURU,NAKURU TOWN EAST,BONDENI,BAHARINI
NAKURU,RONGAI,SUMMEK,MIMWAITA
NAKURU,RONGAI,BOROR,CHEPSEON
NAKURU,NAKURU TOWN WEST,VIWANDANI,VIWANDANI
NAKURU,RONGAI,BANITA,KOKWOMOI
NAKURU,RONGAI,VISOI,KAPKWEN
NAKURU,RONGAI,MAKONGENI,ATHINAI
NAKURU,RONGAI,KAMPI YA MOTO,KAMPI YA MOTO
NAKURU,NAKURU TOWN WEST,KAPTEMBWO,KAPTEMBWO
NAKURU,RONGAI,OGILGEI,OGILGEI
NAKURU,NAKURU TOWN EAST,BONDENI,LANGALANGA
NAKURU,NAKURU TOWN EAST,LANET,MUGUGA
NAKURU,NAKURU TOWN EAST,FREE-AREA,FREE-AREA
NAKURU,RONGAI,LENGINET,LENGINET
NAKURU,RONGAI,KAMPI YA MOTO,KAPSETEK
NAKURU,RONGAI,SUMMEK,SUMMEK
NAKURU,NAKURU TOWN EAST,LANET,MWARIKI 'B'
NAKURU,NAKURU TOWN WEST,VIWANDANI,LONDON
NAKURU,RONGAI,VISOI,KANDUTURA
NAKURU,RONGAI,OL-RONGAI,MENENGAI
NAKURU,RONGAI,RONGAI,UMOJA
NAKURU,RONGAI,BOROR,MATUIKU
NAKURU,RONGAI,MENENGAI,MANGU
NAKURU,NAKURU TOWN WEST,KAPTEMBWO,MWARIKI 'A'
NAKURU,RONGAI,LENGINET,MORICHO
NAKURU,RONGAI,NGATA,NGATA
NAKURU,NJORO,NJORO,NJORO
NAKURU,NAKURU TOWN WEST,KAPKURES,MOGOON
NAKURU,NAKURU TOWN WEST,KAPTEMBWO,GITHIMA
NAKURU,RONGAI,BANITA,MAJANI MINGI
NAKURU,RONGAI,MAJI TAMU,CHEMASIS
NAKURU,RONGAI,LENGINET,BOITO
NAKURU,RONGAI,MAJI TAMU,MARANGISHU
NAKURU,NAKURU TOWN EAST,BONDENI,KIVUMBINI
NAKURU,NJORO,KIHINGO,KIHINGO
NAKURU,NAKURU TOWN EAST,BONDENI,AFRAHA
NAKURU,RONGAI,MENENGAI,KAMUNGEI
NAKURU,RONGAI,KIAMUNYI,MERCY NJERI
NAKURU,NAKURU TOWN EAST,FREE-AREA,MENENGAI
NAKURU,RONGAI,MAKUTANO,MAKUTANO
NAKURU,RONGAI,KIAMUNYI,OLIVE
NAKURU,RONGAI,RONGAI,GICHEHA
NAKURU,RONGAI,MAKONGENI,LOMOLO
NAKURU,RONGAI,SOLAI,ARUTAN
NAKURU,RONGAI,RUIYOBEI,LOWER SOLAI
NAKURU,SUBUKIA,SUBUKIA EAST,ARASHI
NAKURU,NAKURU TOWN WEST,BARUT,KELELWET
NAKURU,RONGAI,NGATA,KIROBON
NAKURU,RONGAI,WASEGES,NYAMAMITHI
NAKURU,RONGAI,RUIYOBEI,ARUSTO
NAKURU,NAKURU TOWN WEST,BARUT,BARUT
NAKURU,RONGAI,OGILGEI,MILIMANI
NAKURU,NAKURU TOWN WEST,KAPKURES,INGOBOR
NAKURU,SUBUKIA,WASEGES,LARI
NAKURU,NAKURU TOWN EAST,FREE-AREA,KIRATINA
NAKURU,NAKURU TOWN WEST,KAPKURES,LALWET
NAKURU,NAKURU TOWN WEST,BARUT,PARK VIEW
NAKURU,NAKURU TOWN EAST,LANET,KIAMUNYEKI
NAKURU,NAKURU TOWN EAST,LAKE NAKURU NATIONAL PARK,LAKE NAKURU NATIONAL PARK
NAKURU,RONGAI,MWITEITHIA,KOISAMO
NAKURU,RONGAI,MAKUTANO,MOROP
NAKURU,NJORO,PIAVE,SUBUKU
NAKURU,NJORO,LARE,NDULELE
NAKURU,SUBUKIA,OL-MANYATTA,SIMBOIYON
NAKURU,SUBUKIA,NDUNGIRI-KIRIM,NDUNGIRI
NAKURU,SUBUKIA,SUBUKIA EAST,SUBUKIA EAST
NAKURU,NJORO,PIAVE,MIGAA
NAKURU,NJORO,NJORO,MUKUNGUGU
NAKURU,NJORO,KAPKEMBU,CHEBITET
NAKURU,NAKURU TOWN WEST,BONDENI,MILIMANI
NAKURU,NJORO,KIHINGO,LUSIRU
NAKURU,SUBUKIA,KABAZI,MUNANDA
NAKURU,NJORO,TERET,TERET
NAKURU,NJORO,MAU NAROK,KIANJOYA
NAKURU,NJORO,BAGARIA,BAGARIA
NAKURU NORTH,SUBUKIA,SUBUKIA EAST,TETU
NAKURU NORTH,BAHATI,BAHATI,MUTUKANIO
NAKURU NORTH,SUBUKIA,KABAZI,MUNANDA
NAKURU NORTH,SUBUKIA,SOLAI,RUIRU
NAKURU NORTH,BAHATI,LANET/UMOJA,MURUNYU
NAKURU NORTH,BAHATI,KABATINI,KABATINI
NAKURU NORTH,SUBUKIA,SUBUKIA CENTRAL,KIANOE
NAKURU NORTH,BAHATI,NDUNGIRI-KIRIM,WANYORORO
NAKURU NORTH,BAHATI,KABATINI,THAYU
NAKURU NORTH,BAHATI,BAHATI,BAHATI
NAKURU NORTH,SUBUKIA,SUBUKIA EAST,SUBUKIA EAST
NAKURU NORTH,BAHATI,KIAMAINA,RURII
NAKURU NORTH,SUBUKIA,NDUNGIRI-KIRIM,NDUNGIRI
NAKURU NORTH,SUBUKIA,KABAZI,KABAZI
NAKURU NORTH,BAHATI,KIAMAINA,WORKERS
NAKURU NORTH,BAHATI,DUNDORI,MUGWATHI
NAKURU NORTH,SUBUKIA,KABAZI,MAGOMANO
NAKURU NORTH,SUBUKIA,NDUNGIRI-KIRIM,KIRIMA
NAKURU NORTH,SUBUKIA,SUBUKIA CENTRAL,WEI
NAKURU NORTH,BAHATI,BAHATI,CHANIA
NAKURU NORTH,SUBUKIA,WASEGES,LARI
NAKURU NORTH,BAHATI,DUNDORI,DUNDORI
NAKURU NORTH,SUBUKIA,KABAZI,RUGONGO
NAKURU NORTH,SUBUKIA,SUBUKIA CENTRAL,MIHANGO
NAKURU NORTH,BAHATI,KIAMAINA,KIAMAINA
NAKURU NORTH,BAHATI,KABATINI,WENDO
NAKURU NORTH,BAHATI,DUNDORI,GITHIORO
NAKURU NORTH,BAHATI,LANET/UMOJA,MERERONI
NAKURU NORTH,SUBUKIA,OL-MANYATTA,SIMBOIYON
NAKURU NORTH,SUBUKIA,SUBUKIA EAST,ARASHI
NAKURU NORTH,SUBUKIA,OL-MANYATTA,WIUMIRIRIE
NAKURU NORTH,SUBUKIA,SOLAI,NYADUNDO
NAKURU NORTH,SUBUKIA,MWITEITHIA,GITUNDAGA
NANDI CENTRAL,CHESUMEI,CHEMONDU,BARATON
NANDI CENTRAL,CHESUMEI,MUTWOT,MUTWOT
NANDI CENTRAL,CHESUMEI,KIPTUIYA,KAPCHORWA
NANDI CENTRAL,EMGWEN,CHEPKUMIA,CHEPKUMIA
NANDI CENTRAL,EMGWEN,CHEPKUMIA,CHEBOITE
NANDI CENTRAL,EMGWEN,KAPSABET,TOWNSHIP
NANDI CENTRAL,EMGWEN,ARWOS,KAPTENDON
NANDI CENTRAL,EMGWEN,ARWOS,ARWOS
NANDI CENTRAL,EMGWEN,KAPKANGANI,CHEPSONOI
NANDI CENTRAL,CHESUMEI,KIPTUIYA,KIPTUIYA
NANDI CENTRAL,EMGWEN,KAPKANGANI,TINDINYO
NANDI CENTRAL,CHESUMEI,NGECHEK,NGECHEK
NANDI CENTRAL,EMGWEN,KAMOBO,KAMOBO
NANDI CENTRAL,CHESUMEI,KOSIRAI,NDAPTABWA
NANDI CENTRAL,CHESUMEI,CHEPTERIT,CHEPTERIT
NANDI CENTRAL,EMGWEN,KIPTURE,KIMAAN
NANDI CENTRAL,CHESUMEI,KAPSISIYWA,TALAI
NANDI CENTRAL,EMGWEN,LOLMINANGAI,NDUBENETI
NANDI CENTRAL,EMGWEN,KAPKANGANI,KIBORGOK
NANDI CENTRAL,CHESUMEI,KIPTUIYA,KAPTOBONGEN
